material_id,formula,density (g/cm³),band_gap (eV),energy_per_atom (eV/atom),energy_above_hull (eV/atom),epsilon(k),epsilon_var,epsilon_delta,epsilon_ratio,bulk_modulus_K_VRH (GPa),shear_modulus_G_VRH (GPa),youngs_modulus_E(GPa),elements
mp-675418,BH6N,0.7589865032313671,5.9152000000000005,-4.952851947604167,0.051115210208333005,2.28847378,0.0028801143842044547,0.1301004654716862,1.058370876799402,,,,"['B', 'H', 'N']"
mp-675634,KBi2F7,5.923920191271878,4.6761,-5.01799687,0.069186466050004,2.8596681533333324,0.024442131619193803,0.3824670203911409,1.1436297000287698,,,,"['Bi', 'F', 'K']"
mp-675682,Al11NO15,3.58683301640987,4.052600000000001,-7.8315168533333335,0.042179937037037006,3.280091693333334,0.000455973254928727,0.04933739097737666,1.0151788246847833,,,,"['Al', 'N', 'O']"
mp-675625,KNO3,1.8748950338500072,3.0629,-6.273080306,0.011764387500000001,2.0483809833333333,0.060939084889365024,0.528751427457208,1.3111544699605844,,,,"['K', 'N', 'O']"
mp-676002,Ba2PrF7,4.961596984956542,6.2167,-6.418441113999999,0.044643562500003,2.436150233333335,0.0005761110714502941,0.057927265132850625,1.0240933534453538,,,,"['Ba', 'F', 'Pr']"
mp-676049,KBF4,1.977471286311005,7.316699999999999,-5.804536821666666,0.073872099583333,1.6502776133333328,6.856867938936121e-05,0.020282812583913845,1.0123668462227333,,,,"['B', 'F', 'K']"
mp-696736,RbBe2F5,2.8998742625178533,7.088699999999999,-5.721936466250005,0.0025087025000050003,1.8345847366666665,0.00014390962300933128,0.026861539508663768,1.014777640644011,,,,"['Be', 'F', 'Rb']"
mp-753316,Li2AgF5,3.366979533311392,0.827199999999999,-7.360362963125004,0.065173076249999,3.8469492266666676,1.7431462469301355,3.1950332295127364,2.517895144784468,,,,"['Ag', 'F', 'Li']"
mp-753141,Li5Cr2O8,2.3705212597842102,0.544999999999999,-6.6362090086666665,0.06336400944444501,3.5036395866666665,0.024152584418279967,0.38056238992189106,1.1147633198575593,,,,"['Cr', 'Li', 'O']"
mp-756873,Li2CrO4,2.343853498708222,2.5068,-6.769707184285714,0.070386590952381,3.026090436666666,0.010287107659543502,0.24660776529795791,1.084701809956683,,,,"['Cr', 'Li', 'O']"
mp-757971,Li7Cr2O8,2.5273015386887323,0.5376000000000001,-6.384802477058823,0.051444501029410006,3.8462236266666654,0.0804965147993263,0.6654580786892859,1.186333201308008,,,,"['Cr', 'Li', 'O']"
mp-763985,Cr4OF11,3.591000355557544,0.7937000000000001,-6.9172354362499995,0.037513671208335,3.475630186666668,0.5447484981021768,1.5965097812843125,1.5463262785055776,,,,"['Cr', 'F', 'O']"
mp-774922,Ti3TeO8,3.066022288974895,3.156999999999999,-8.461119609999999,0.07814281187499801,3.898098356666667,0.14941752052057145,0.9020077598494902,1.2555114820804387,6.146,13.893,23.76905762271504,"['O', 'Te', 'Ti']"
mp-998298,CsSnF3,4.352363781325891,3.099,-4.884500399999999,0.026475629500001003,2.8216520066666653,0.003707440949137305,0.14845340957089626,1.0539522387272322,,,,"['Cs', 'F', 'Sn']"
mp-998193,RbSnF3,3.8635801223796413,3.405299999999999,-4.88869977,0.042196891625001,2.7015123733333333,0.01781852925192927,0.2997687939312965,1.11924289563879,,,,"['F', 'Rb', 'Sn']"
mp-998712,TlGeF3,5.233987064051521,3.1344,-17.447224968999997,0.027987879000001003,3.035088409999999,0.05468109512907398,0.5545305807474472,1.1981005406531362,,,,"['F', 'Ge', 'Tl']"
mp-1101340,SrCaI4,3.832641058596229,3.8007,-3.561795688333333,0.0,3.127291823333333,0.07534454241537937,0.5832398852999221,1.212930708217747,,,,"['Ca', 'I', 'Sr']"
mp-37458,Na2HF4,2.28602603764631,1.3565,-4.246759748571429,0.0,2.0564742666666667,0.23890403481987602,1.0468526552493316,1.61552089209573,,,,"['F', 'H', 'Na']"
mp-37498,Li5NCl2,1.742942200398156,2.2552,-5.4092477403125,0.031678785,3.4932141666666667,0.0026657304058826992,0.11702400974691507,1.0342089594580592,,,,"['Cl', 'Li', 'N']"
mp-510519,Rb2V3O8,3.382862004189621,2.0914,-7.744054460000001,0.0,3.3529688733333334,0.20596338403305617,0.9627228200000002,1.3550971065210669,,,,"['O', 'Rb', 'V']"
mp-16787,K2V3O8,2.8795517033620532,2.0466,-7.760718541538462,0.0,3.395356956666667,0.2368996221699606,1.03249615,1.3814134321323281,,,,"['K', 'O', 'V']"
mp-1222351,LiFeF6,3.288469874149039,1.2569,-4.915051543749995,0.0,2.904398769999999,0.005329122862984111,0.15486291971041366,1.0542850171430098,,,,"['F', 'Fe', 'Li']"
mp-557403,LiFe2F6,3.62660024826429,1.7058,-6.123767502222222,0.0,2.49146826,0.0022237260321041653,0.10003382999999921,1.0406951985511386,,,,"['F', 'Fe', 'Li']"
mp-616573,Cs2V5O13,3.431936641717553,1.2447,-7.988286874500001,0.001067443749991,3.5844038166666663,0.1618639804548007,0.8534564500000004,1.2830294993967453,,,,"['Cs', 'O', 'V']"
mp-563025,Na6PbO5,4.316307919039837,1.0556,-4.568625973333334,0.033761816249999,3.790400853333333,0.009542130107847933,0.20721868999999904,1.0567371902005112,,,,"['Na', 'O', 'Pb']"
mp-771411,Sr3GeO5,4.990330541231727,2.7735000000000003,-6.7388167388888895,0.035872758888887,3.6561454133019833,0.0010022828835057136,0.06958793950334874,1.0191637336423789,,,,"['Ge', 'O', 'Sr']"
mp-755244,LiVF4,3.483950705989338,2.2094,-6.332934196666666,0.009968460833334001,2.4805894900000003,0.0006233415552799759,0.05296259999999897,1.0216591050479187,,,,"['F', 'Li', 'V']"
mp-23022,KClO3,2.199650261164601,5.4717,-4.713488817,0.050930346875001004,2.212846930000001,0.02593398374951313,0.3488853394030753,1.1757372450945656,15.769333333333334,7.956333333333333,20.432611485406504,"['Cl', 'K', 'O']"
mp-23495,K2ZnBr4,3.300050649525916,3.6576,-3.160817084999999,0.0011136000000000002,2.7722858366666667,0.00010946102602682451,0.02504884049570366,1.0090713133405709,,,,"['Br', 'K', 'Zn']"
mp-24341,CsBeH3,2.173383439367494,3.2298,-3.170810747000001,0.0,2.24788503,0.007255283655384957,0.18155902242407063,1.0853419706949745,,,,"['Be', 'Cs', 'H']"
mp-24428,KH2N,1.747885960114227,2.0676,-5.9452645175,0.0,2.644352746666667,0.06950616895074115,0.630669102332515,1.2662044591404045,19.158333333333335,10.616999999999999,26.884747474005753,"['H', 'K', 'N']"
mp-27517,Rb2CoI4,3.956675397475176,0.557499999999999,-3.292260154285713,0.0,3.6585312699999997,0.012936109454647716,0.26090981006166114,1.0745482885915867,,,,"['Co', 'I', 'Rb']"
mp-27369,RbGeCl3,2.816279614913085,3.7529,-3.921218277,0.0,2.7978894566666668,0.02468882102128461,0.37936941065861873,1.1465046412386244,,,,"['Cl', 'Ge', 'Rb']"
mp-3439,SbPO4,4.373584718132746,4.002099999999999,-7.244433745833334,0.0,3.5719116866666663,0.11521416863997846,0.8041596210682647,1.2586671264059455,,,,"['O', 'P', 'Sb']"
mp-3395,SrSeO3,4.651279266562305,3.7027,-6.32210198,0.0,3.3913581433333335,0.04299312816547571,0.4989148015051188,1.160193571033421,,,,"['O', 'Se', 'Sr']"
mp-557163,TaPbF7,7.166976444502507,5.132499999999999,-17.287022450555554,0.0,2.919484356666666,0.004905490165762381,0.15440508317928714,1.0539148579031439,,,,"['F', 'Pb', 'Ta']"
mp-555119,SrTaF7,5.681401080951364,5.4935,-13.29192389888889,0.0,2.446787033333333,0.002167886165785586,0.09939785835908932,1.0411886927157166,,,,"['F', 'Sr', 'Ta']"
mp-5431,BaTeO3,5.49100834768368,2.7149,-6.338290204000003,0.0,3.820612769999999,0.09004967523256578,0.7341870384878959,1.2119602159724623,43.02766666666667,20.150000000000002,52.28781402236771,"['Ba', 'O', 'Te']"
mp-569812,BaN3Cl,3.626036888536963,4.078699999999999,-6.785447807,0.087003804500001,3.14747725,0.3350138330088032,1.2399900590296817,1.4548894515064974,,,,"['Ba', 'Cl', 'N']"
mp-568987,Na2BeH4,1.20693795381879,4.5899,-3.177347722142858,0.0,2.687702743333333,0.00024792172718575683,0.038449830364597926,1.0144136143278981,,,,"['Be', 'H', 'Na']"
mp-626151,YHO2,4.596638813978063,4.0468,-7.9154713475000005,0.0,3.72716464,0.017830978977187804,0.3056694944969349,1.086329651502421,,,,"['H', 'O', 'Y']"
mp-634676,KHS,1.7227784971277522,3.2359,-6.7409057,0.0,2.8007425599999998,0.014985426952856545,0.26790441598944126,1.1019457944767317,14.213,8.001333333333333,20.211291842470757,"['H', 'K', 'S']"
mp-643043,RbHO,3.400271368383153,3.1071,-4.601676461666666,0.018754791666665,2.42962592,0.005180850496331495,0.16689870296288012,1.07163740207056,,,,"['H', 'O', 'Rb']"
mp-634657,NaHS,1.8354684533914982,3.157699999999999,-5.828135838333334,0.0,3.2803976766666665,0.01579718216125857,0.2705941780602261,1.087212158345389,21.406333333333333,10.171666666666667,26.34258937053035,"['H', 'Na', 'S']"
mp-626726,BaH4O3,3.698539020780369,3.9287,-5.565802437500001,0.0033984993749980002,2.704271046666666,0.015226822098420198,0.28843254237804716,1.1115299738747586,,,,"['Ba', 'H', 'O']"
mp-696804,RbHS,2.469131062405019,3.0844,-3.7708408366666673,0.0,2.738311683333333,0.0189521096688644,0.2999376384877883,1.1179067367623903,,,,"['H', 'Rb', 'S']"
mp-6989,BaSeO3,4.96556488626975,3.886599999999999,-6.369833005999999,0.0,3.2974906466666667,0.03043466737217221,0.4044635903110305,1.1323744875741202,,,,"['Ba', 'O', 'Se']"
mp-7492,LaBO3,5.132122265944872,4.002199999999999,-8.798787131000003,0.014214797000001,3.68384516,0.07421124039752121,0.6292466796060401,1.1903857083732237,,,,"['B', 'La', 'O']"
mp-998743,TlGeCl3,3.9214048343885732,3.3207,-3.792086485999999,0.0,3.567241063333334,0.0355116372562923,0.437369895837457,1.1289736732589606,,,,"['Cl', 'Ge', 'Tl']"
mp-998612,KGeBr3,3.40523440443936,2.902599999999999,-3.520239458000003,0.0,3.310071703333333,0.09586247537335801,0.7574207779875559,1.2593708269969206,,,,"['Br', 'Ge', 'K']"
mp-4779,Li2B4O7,2.407235838835364,5.8119,-7.818171932115384,0.002735776057699,2.5410143933333322,0.007553254896604627,0.18436292774800167,1.0762427036336373,41.92033333333333,40.743,92.31995188704177,"['B', 'Li', 'O']"
mp-861184,Li2WS4,2.695804664729433,1.9131,-5.895956347142857,0.036730262857141004,3.237091346666665,0.0017591183997706164,0.08897208999999817,1.0279982203406097,4.842333333333333,2.5843333333333334,6.582060486227452,"['Li', 'S', 'W']"
mp-1212660,GaCuBr4,4.228628768377309,1.9902000000000002,-3.311058367499998,0.0,3.8509181866666675,0.035678773234722044,0.400692499999999,1.1077897068302358,,,,"['Br', 'Cu', 'Ga']"
mp-1102536,AlCuBr4,3.90662851528565,2.1451000000000002,-3.612309599999999,0.0,3.4067176799999994,0.008564627527144283,0.19631817000000096,1.0587554082482609,,,,"['Al', 'Br', 'Cu']"
mp-29362,GaCuCl4,3.072597002824603,1.8173,-8.841747101666668,0.0,3.305296336666667,0.024719773108668127,0.33352508000000025,1.1044184135886812,10.788666666666666,5.407333333333334,13.899786057183197,"['Cl', 'Cu', 'Ga']"
mp-28020,AlCuCl4,2.618109351579225,2.5112,-8.35062801,0.0,2.9593837766666664,0.005713891945664019,0.16035121999999902,1.0551806251497085,10.74,6.126666666666666,15.443417941585535,"['Al', 'Cl', 'Cu']"
mp-27824,PICl6,2.375229037473215,1.7907000000000002,-3.231292379375,0.0,3.0929860166666656,0.026586922476202594,0.34589181999999896,1.1208401518887978,,,,"['Cl', 'I', 'P']"
mp-556422,NbCl3O,2.889427806415289,2.8075,-6.248637615,0.0,3.455281726666667,0.045720700729968235,0.4535891900000011,1.1372813183368968,,,,"['Cl', 'Nb', 'O']"
mp-4674,BNF8,2.471344439023755,2.9979,-4.785542488,0.0,1.8759002133333322,0.000298662502693889,0.03666035000000001,1.0198007790586971,16.051666666666666,7.666333333333333,19.84038679955095,"['B', 'F', 'N']"
mp-24118,H10SO8,1.629827224064405,5.508,-5.484515068157899,0.0,2.119779943333333,0.007699461041597438,0.186138590000001,1.0932704069832981,,,,"['H', 'O', 'S']"
mp-28090,Si2H2S3,1.85578893771767,3.3657,-7.441841202142856,0.0,3.16627445,0.00011996292470579867,0.02323430999999987,1.0073560524528615,,,,"['H', 'S', 'Si']"
mp-4223,Na3PO4,2.644313191973138,4.2973,-6.16704956703125,0.0050211510937500006,2.3511147666666665,4.557540499635099e-05,0.014320939999999283,1.0061035200201407,,,,"['Na', 'O', 'P']"
mp-28676,S2O5F2,2.328661005362456,5.5878,-5.895787801388888,0.0,1.9950808633333328,0.0005112921914613775,0.047966810000001026,1.0244341790748335,,,,"['F', 'O', 'S']"
mp-569055,CsLi2I3,3.835204937859214,4.4204,-3.056905928333333,0.017335858333333003,3.183778609999999,7.604157841991302e-07,0.001849829999998942,1.000581242299265,,,,"['Cs', 'I', 'Li']"
mp-1029784,Rb2CN2,3.387206682528483,2.8228,-6.146160656,0.0,2.762454213142984,0.1589778408559104,0.8830655814711865,1.3617106778077825,25.925,11.926666666666668,31.022717898218172,"['C', 'N', 'Rb']"
mp-10408,K2CN2,2.188778908730759,3.1433,-8.663545228,0.0,2.674472663333333,0.17935654251216473,0.931910450817865,1.3982399177717948,31.342,14.596333333333334,37.904769559360105,"['C', 'K', 'N']"
mp-1101885,Na2PS3,2.127160252555636,2.6345,-4.5047022175,0.0,3.8662718866666665,0.04570079512594194,0.5140714489595286,1.1413056660656782,,,,"['Na', 'P', 'S']"
mp-1102254,Cs2GeSe3,4.089799706486895,1.655199999999999,-3.9533606825,0.0,3.9419814233333326,0.09301584349379972,0.7440176217701207,1.207281426166454,,,,"['Cs', 'Ge', 'Se']"
mp-1103520,Cs2SiS3,3.196061468761071,2.9485,-15.167341906666666,0.0,3.3441003800000018,0.040926935923751115,0.49554147448351316,1.1600492222026433,,,,"['Cs', 'S', 'Si']"
mp-11639,Rb2GeS3,3.027322567044559,2.279899999999999,-4.362619344166667,0.0,3.471322996666668,0.05435603852036247,0.5710435533923279,1.179356063394441,,,,"['Ge', 'Rb', 'S']"
mp-1189018,Na5Hf2F13,4.640640179950799,6.6637,-11.0634628585,0.0,2.0546286133333322,0.0001654274973903674,0.03082735828177441,1.0151311889903116,,,,"['F', 'Hf', 'Na']"
mp-12016,Rb2SiS3,2.720775160917192,2.8274,-4.675886325833333,0.0,3.299083563333335,0.04018554932199992,0.49057724708132033,1.160966917851554,,,,"['Rb', 'S', 'Si']"
mp-1210180,Na5IO6,3.8660083937934253,1.8834,-4.815948365,0.0,2.9306066600000005,8.23110752642643e-05,0.021875749066445405,1.00749544527682,,,,"['I', 'Na', 'O']"
mp-1209214,RbHg5Cl11,4.999661368681713,2.6342,-2.509552936470587,0.0,2.984922446666666,0.08673029103080397,0.6383561155535418,1.2310595863066571,,,,"['Cl', 'Hg', 'Rb']"
mp-1222442,Li5AuO4,4.870792345108567,1.8762,-5.066325706,0.00016608600000000002,3.887875813333333,0.4418114459447857,1.4816227016665366,1.5018705959485028,,,,"['Au', 'Li', 'O']"
mp-13743,K3GaO3,3.137842669215118,2.6237,-4.925301336428573,0.0,2.9023237933333323,0.010469050005983275,0.24961194958626143,1.0900797626823615,,,,"['Ga', 'K', 'O']"
mp-13744,Rb3GaO3,4.421518708120131,2.4181,-4.803311777857141,0.0,3.065261190000001,0.01094758034795514,0.25610909026386475,1.0872777763429953,,,,"['Ga', 'O', 'Rb']"
mp-14434,K3GeS3,2.39342557050554,2.4164,-4.159961797142857,0.0,3.76409988,0.0046969447675505385,0.16097599003774343,1.0435380796699627,,,,"['Ge', 'K', 'S']"
mp-1542042,CsHg5Cl11,4.265700101040478,2.8387000000000002,-2.5168822552941172,0.0,2.9044937466666667,0.07282750188248112,0.5936278772336312,1.2205458958721442,,,,"['Cl', 'Cs', 'Hg']"
mp-14951,Rb3AlO3,4.036157855932871,2.651399999999999,-5.2688240978571415,0.0,2.9100323600000007,0.0018610998127767467,0.10558840018873727,1.0369390111814556,,,,"['Al', 'O', 'Rb']"
mp-19212,Rb2MoO4,3.889672338046201,4.5041,-6.856579260714286,0.0,2.6294556266666667,0.0003720418190586582,0.04719297710674475,1.018114853375283,,,,"['Mo', 'O', 'Rb']"
mp-18864,Rb2WO4,4.847354267342661,4.511,-7.207453872142856,0.0,2.564134469999999,0.0001436285368607862,0.029334582527584807,1.011504703597099,,,,"['O', 'Rb', 'W']"
mp-18914,K2MoO4,3.135743484342679,4.3175,-6.904268323571428,0.0,2.627244596666665,0.0001655175143529372,0.029666493140411365,1.0113426569432937,,,,"['K', 'Mo', 'O']"
mp-18780,K2WO4,4.223841507650256,4.3858,-7.258172926428571,0.0,2.558433503333333,9.125651597282718e-05,0.021585627822533482,1.0084814726250113,,,,"['K', 'O', 'W']"
mp-19335,KCr3O8,3.037613962382392,1.9034,-7.748981526249999,0.0,3.8517234966688605,0.22567226475440874,1.14113409960868,1.3548936430425886,,,,"['Cr', 'K', 'O']"
mp-21497,Pb2SO5,6.976194905333292,3.1338,-6.372681901250004,0.0,3.9324345799999993,0.03066843213059896,0.4277558243228121,1.114746102712034,,,,"['O', 'Pb', 'S']"
mp-28075,K2Ti2O5,2.998595086863957,3.2005999999999992,-7.8125117866666685,0.0,3.550609216666666,0.056786698880468466,0.5780304425999763,1.1785069261492904,,,,"['K', 'O', 'Ti']"
mp-28580,Y2NCl3,3.592375361954586,2.0584,-13.771040301666666,0.0,3.6441812066666657,0.13886626799462648,0.8527745181419117,1.2729909269956554,,,,"['Cl', 'N', 'Y']"
mp-27624,CaV2O6,3.116051896894496,2.8812,-8.23989794,0.0,3.866280700000001,0.21022633501851706,1.0911370784805663,1.321157717774797,,,,"['Ca', 'O', 'V']"
mp-28163,K2PdF4,3.6268939528489152,1.8732000000000002,-4.570326758571428,0.0,2.292440539999999,0.02159953598402811,0.3320547427098095,1.1591618565967543,24.004333333333335,9.85,25.99445598133467,"['F', 'K', 'Pd']"
mp-3033,RbTaO3,6.252906298753131,3.5412,-8.57060090550003,0.0,3.696431799999999,0.101299427099774,0.7006050730055704,1.2157428111727495,,,,"['O', 'Rb', 'Ta']"
mp-29364,Li5SbO5,3.715820537960308,2.914,-5.690335399090909,0.0,3.263622056666667,0.004758241607228427,0.16029391588613873,1.0501090661251196,94.25600000000001,64.692,157.9418706268347,"['Li', 'O', 'Sb']"
mp-29590,Sn2OF5,5.053798285036001,1.9107999999999992,-5.452490683125,0.0,3.0929115166666663,0.021142857371859915,0.31844861053066076,1.110280006385585,,,,"['F', 'O', 'Sn']"
mp-29455,Ga4GeO8,5.607684262319922,2.056899999999999,-6.564600857692307,0.010709424230768,3.9614115066666677,0.014218808697808477,0.2841321357328228,1.0747754449733304,152.85333333333335,72.5,187.80702745452493,"['Ga', 'Ge', 'O']"
mp-30547,RbCr3O8,3.296526269352012,1.8319,-7.742282393333333,0.0,3.7647581800426644,0.20721548987614968,1.0916164828785035,1.346178583556078,,,,"['Cr', 'O', 'Rb']"
mp-33746,SrCO3,3.4810206038648612,4.2823,-7.816263382,0.0361576455,2.692188383333333,0.06862125508878425,0.5872583698469884,1.2527018122956939,,,,"['C', 'O', 'Sr']"
mp-34326,Li6Br3N,2.562169777643072,2.4085,-3.740695076,0.025118554999999,3.4744927000000003,0.0021399577152045484,0.10719453609762208,1.031432652051574,,,,"['Br', 'Li', 'N']"
mp-504570,K3FeO3,2.935950627099269,,-5.450159260714275,0.0,3.0660982733333335,0.03987726558560828,0.4818278835600234,1.1720291183959841,,,,"['Fe', 'K', 'O']"
mp-541989,Na2CN2,2.240674880915347,3.024,-7.674240643999999,0.0,2.705321366666667,0.26834081175528146,1.12188556000909,1.4845097606374198,39.851,19.095,49.39554559027176,"['C', 'N', 'Na']"
mp-543045,Tl2CO3,7.246490678589819,2.9095,-6.295467344166667,0.0,3.9837612647256884,0.15419204103546447,0.8802866988317142,1.2565145500370785,,,,"['C', 'O', 'Tl']"
mp-555272,Na5Zr2F13,3.455770645355312,6.1043,-8.777757624,0.0,2.1119158566666667,0.00024166018814841776,0.03754176289783384,1.0179513476025008,,,,"['F', 'Na', 'Zr']"
mp-558430,BaB2F8,3.749379790664644,8.0511,-6.323396390909088,0.0,2.014339708267206,0.00045448350548824766,0.0517461514032409,1.0260496791262756,,,,"['B', 'Ba', 'F']"
mp-556365,KCrF3,3.418906474957139,1.4898,-6.233367434,0.0,2.384170163318329,0.0024709047657573194,0.11639127456006548,1.0502628387891462,,,,"['Cr', 'F', 'K']"
mp-5652,Y2Si2O7,4.008890788263514,4.8042,-8.976630778181818,0.012987350075766001,3.2391758900000016,0.011796651533519957,0.25538199768199865,1.082648970404424,140.631,59.864666666666665,157.27710565823895,"['O', 'Si', 'Y']"
mp-561672,Cs4IrO4,5.839766631081034,0.3652,-5.030117486666667,0.0,3.8927185435964184,0.21609421903252066,0.995731056125496,1.3077608929633633,,,,"['Cs', 'Ir', 'O']"
mp-676020,BaCO3,3.9140669807909143,4.0287,-7.847781473,0.033765908000001,2.7146752499999995,0.056253164975429176,0.5279182644356104,1.221748855799806,,,,"['Ba', 'C', 'O']"
mp-675778,NaY2F7,3.768325563625896,7.0369,-10.7643182585,0.031428211250009004,2.2691811120899508,0.00014863620818434322,0.0296960290664825,1.0131675443278694,,,,"['F', 'Na', 'Y']"
mp-752508,Cs2WO4,5.193187982133104,4.6562,-7.19015537214286,0.0008048910714280001,2.676401376666666,0.0012185274670465647,0.08283001771739329,1.0315079578537911,,,,"['Cs', 'O', 'W']"
mp-755013,Li5TaO5,4.632917139886629,3.766199999999999,-6.8489673581818185,0.0,3.6198766533333333,0.020162802833210116,0.34294856557333997,1.0989709623595216,101.66766666666668,68.96300000000001,168.73663826925443,"['Li', 'O', 'Ta']"
mp-756951,LiSbO3,5.017345415144604,2.9459,-6.235983737,0.058571784499999,3.467166793780411,0.10026264677249913,0.6947160403407246,1.2300194499021397,,,,"['Li', 'O', 'Sb']"
mp-768240,BaY2F8,5.02939299333219,7.1307,-7.125133366363648,0.0,2.537493963333333,0.0016067038466346505,0.09818329802117898,1.0394587080251534,78.82533333333333,31.895666666666667,84.31470912354136,"['Ba', 'F', 'Y']"
mp-770932,LiSbO3,5.08523353797315,2.8255999999999992,-6.278321590999999,0.0162339305,3.458509961684367,0.16835758776612086,0.892757831511962,1.310107938228393,,,,"['Li', 'O', 'Sb']"
mp-8429,K4IrO4,4.008836342680254,0.428199999999999,-5.210229739999996,0.0,3.3448079400000013,0.2136856820757526,0.9891660141766323,1.3675628103432214,,,,"['Ir', 'K', 'O']"
mp-8253,Na5ReO6,4.670962858169556,2.247999999999999,-6.123958835833334,0.0,3.6682747133333327,0.002331769093931062,0.10915642421379523,1.0303166379001263,56.29533333333333,37.483,92.02477995241534,"['Na', 'O', 'Re']"
mp-9157,K3AlO3,2.649608727128237,2.8977,-5.397711546428573,0.0,2.723794583333335,0.0012436980256049538,0.0862392814694779,1.0321880567622463,,,,"['Al', 'K', 'O']"
mp-3667,P2S2O3,2.041203126683348,3.974,-6.522260118571429,0.004314453857153001,2.533083926666666,7.895888000889564e-05,0.018849800000000805,1.0074599473945052,,,,"['O', 'P', 'S']"
mp-1147776,K3VSe4,2.522687769368176,1.0092,-4.48847244125,0.0,3.4630832633333335,0.0012539217378563863,0.07511756000000114,1.0220092154629175,,,,"['K', 'Se', 'V']"
mp-14175,K3NbO8,3.103214612560229,2.3512,-6.109074989999999,0.0012902675000020002,2.7110151366666657,0.0003899744899605348,0.041891349999998884,1.0156131132164272,,,,"['K', 'Nb', 'O']"
mp-19052,K3VO4,2.461135779100485,3.6294,-6.29047635125,0.021533678437500002,2.5538865033333327,7.808083957564485e-07,0.0018744700000010717,1.0007341472339808,,,,"['K', 'O', 'V']"
mp-19140,K3MnO4,2.685503863501311,,-5.808919823125,0.0,2.8568404766666666,0.001071291781803031,0.06943246100225942,1.0247042041774328,,,,"['K', 'Mn', 'O']"
mp-19414,K3CrO4,2.411989024287895,1.239399999999999,-6.032684341875,0.014111196249997002,2.736904373333332,0.0006779708896022474,0.05523502318725004,1.0204568003319996,,,,"['Cr', 'K', 'O']"
mp-22993,AgClO4,4.229779246078329,2.3558,-4.494621353333333,0.0,2.8173334499999996,0.0017772662380050764,0.08942985000000192,1.0324289845114631,26.665333333333333,9.049333333333333,24.389053605654052,"['Ag', 'Cl', 'O']"
mp-4690,K3TaO8,3.927424982251117,3.04,-6.3268728075,0.022069399166668002,2.6273213499999994,0.00010259364470478885,0.021486539999998833,1.008200471271369,,,,"['K', 'O', 'Ta']"
mp-38103,NaClO4,2.658044502300413,5.304,-4.830741466666667,0.003909229166666001,2.2030397066666665,0.0008897134308920586,0.06327487999999892,1.0289992601473812,20.811666666666667,11.501666666666667,29.137365425364052,"['Cl', 'Na', 'O']"
mp-5461,Rb3TaO8,4.67159963969896,2.7533000000000003,-6.282231266666668,0.001073045625,2.6385843066666665,9.269124384021021e-06,0.006458409999999581,1.0024516806061559,29.186666666666667,14.072666666666668,36.372243307597955,"['O', 'Rb', 'Ta']"
mp-561942,Cs3TaO8,5.128646217484732,2.7831,-6.261628156666667,0.023103971041665002,2.794124049999999,8.894412291200005e-06,0.006326520000000002,1.0022659332145973,,,,"['Cs', 'O', 'Ta']"
mp-753195,Li2WS4,2.792294396330491,1.9807000000000001,-5.901140415714286,0.031546194285713,3.5072281033333326,0.01258765181351757,0.238000910000002,1.0710755820434064,6.489,4.1290000000000004,10.219432488557382,"['Li', 'S', 'W']"
mp-752917,Na3VO4,2.607163932696976,3.8995,-6.378495729999999,0.0217138475,2.6497237566666656,2.1714752939015653e-05,0.009885159999998727,1.003739939522165,,,,"['Na', 'O', 'V']"
mp-9808,Rb3NbO8,3.9277193019025,2.3443,-6.064865215833332,0.0,2.714980599999999,0.000836207055712829,0.06134274000000106,1.022939708313883,27.894333333333332,13.316,34.463947916988836,"['Nb', 'O', 'Rb']"
mp-14232,LiBO2,2.902264916526238,7.281099999999999,-7.377213700625,0.0,2.9283476233333343,0.0010177557303688806,0.06767517659820399,1.0232897758619575,,,,"['B', 'Li', 'O']"
mp-29826,ZnCN2,3.349303858639561,3.4511,-9.44504628,0.0,3.55687124,0.7211889464262718,1.8014855699999996,1.6093560289801425,70.643,24.477,65.82810249739855,"['C', 'N', 'Zn']"
mp-556163,Zn2SiO4,4.487559749071903,2.6857,-6.3837483271428574,0.025753578571430003,3.428483276666667,0.0013583809779605497,0.07818384999999983,1.0231562492030064,,,,"['O', 'Si', 'Zn']"
mp-550433,BeZnO2,4.750973583385163,2.6575,-6.12208453625,0.048562542499999,3.8572205833333335,0.0017014238890688971,0.08750090000000021,1.0230333010857273,163.90099999999998,82.36966666666667,211.65306011259898,"['Be', 'O', 'Zn']"
mp-758604,LiAgF2,4.47022088240165,1.4767000000000001,-9.6008957775,0.053544515,2.7239471366666663,0.0001352238364096895,0.024667940000000055,1.009083373549428,36.273,1.6963333333333335,5.010887397223915,"['Ag', 'F', 'Li']"
mp-1025201,Rb2PdCl4,3.046260817114228,1.7485,-3.809887898571429,0.0,2.5760056600000003,0.04584823802967358,0.45422138999999895,1.1998166058520188,10.331666666666667,6.303999999999999,15.71563419930829,"['Cl', 'Pd', 'Rb']"
mp-1048327,CaSnF4,4.205747985736685,3.498599999999999,-5.630687035,0.046056512708333004,3.004498245969637,0.005706515515705873,0.16512110039949546,1.0569809460253736,,,,"['Ca', 'F', 'Sn']"
mp-1078085,Cs2PdCl4,3.239031241324765,1.839,-15.541671902857143,0.0,2.5422536466666656,0.029690859826382445,0.36552547000000013,1.1590229882057106,,,,"['Cl', 'Cs', 'Pd']"
